SEASON_ID,PLAYER_ID,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22024,203937,0022400019,"NOV 15, 2024",GSW vs. MEM,W,19,3,7,0.429,2,3,0.667,0,0,0.0,0,4,4,4,0,2,1,3,8,6,113.0,110.7,100.0,99.7,13.0,11.1,0.267,4.0,33.3,0.0,0.133,0.074,8.3,0.571,0.571,0.148,0.157,117.32,115.91,96.59,46,0.106
22024,203937,0022400207,"NOV 10, 2024",GSW @ OKC,W,20,2,6,0.333,0,2,0.0,2,2,1.0,2,3,5,5,1,0,0,0,6,7,125.6,125.4,105.0,102.5,20.6,22.8,0.333,0.0,41.7,0.091,0.12,0.106,0.0,0.333,0.436,0.152,0.155,94.1,92.88,77.4,39,0.152
22024,203937,0022400188,"NOV 08, 2024",GSW @ CLE,L,14,2,5,0.4,0,2,0.0,0,0,0.0,0,3,3,2,0,1,0,2,4,-14,100.0,97.2,145.2,140.8,-45.2,-43.6,0.182,0.0,28.6,0.0,0.333,0.12,0.0,0.4,0.4,0.143,0.143,108.66,105.53,87.94,31,0.066
22024,203937,0022400172,"NOV 06, 2024",GSW @ BOS,W,20,3,9,0.333,3,4,0.75,2,2,1.0,0,5,5,4,0,1,0,1,11,-2,116.3,119.5,118.2,123.3,-1.9,-3.8,0.308,0.0,28.6,0.0,0.2,0.114,0.0,0.5,0.557,0.213,0.223,101.37,104.99,87.49,43,0.144
22024,203937,0022400155,"NOV 04, 2024",GSW @ WAS,W,16,1,3,0.333,0,0,0.0,4,6,0.667,1,2,3,1,0,2,0,2,6,10,124.2,128.9,96.9,90.3,27.4,38.6,0.091,0.0,14.3,0.05,0.105,0.077,0.0,0.333,0.532,0.15,0.155,99.7,98.01,81.68,33,0.08
22024,203937,0022400144,"NOV 02, 2024",GSW @ HOU,W,24,4,10,0.4,1,4,0.25,0,0,0.0,0,3,3,2,1,1,1,0,9,-2,90.4,93.0,98.0,95.7,-7.6,-2.7,0.2,2.0,15.4,0.0,0.088,0.05,7.7,0.45,0.45,0.186,0.194,101.11,101.35,84.45,52,0.13
22024,203937,0022400126,"OCT 30, 2024",GSW vs. NOP,W,15,4,4,1.0,1,1,1.0,1,2,0.5,1,3,4,2,0,1,0,1,10,1,103.1,100.4,100.0,101.5,3.1,-1.2,0.2,0.0,28.6,0.059,0.188,0.121,0.0,1.125,1.025,0.132,0.132,101.02,100.39,83.66,32,0.252
22024,203937,0022400116,"OCT 29, 2024",GSW vs. NOP,W,20,0,9,0.0,0,6,0.0,1,2,0.5,0,2,2,4,5,0,0,1,1,9,117.9,113.2,97.4,91.6,20.6,21.6,0.235,0.0,28.6,0.0,0.143,0.056,0.0,0.0,0.051,0.208,0.219,98.15,93.25,77.71,39,0.014
22024,203937,0022400101,"OCT 27, 2024",GSW vs. LAC,L,4,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-9,0.0,0.0,112.5,91.1,-112.5,-91.1,0.0,0.0,0.0,0.167,0.0,0.083,100.0,0.0,0.0,0.1,0.101,119.53,101.95,84.96,8,0.143
22024,203937,0022400084,"OCT 25, 2024",GSW @ UTA,W,19,3,7,0.429,1,4,0.25,0,0,0.0,2,4,6,3,2,0,0,0,7,18,102.4,105.6,58.5,55.9,43.9,49.8,0.214,0.0,30.0,0.091,0.182,0.136,0.0,0.5,0.5,0.146,0.147,105.63,104.71,87.26,41,0.271
